FirstName,LastName,Height,Weight,Age,Position,College,Experience,Team,InsideScoring,Jumpshot,3P,Handling,Passing,Quickness,PostD,PerimeterD,DriveD,Stealing,Blocking,Oreb,Dreb,Jumping,Strength,Potential,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7
Ime,Udoka,77,220,29,SF,Portland State,1,Knicks,43,45,11,75,13,55,44,41,39,48,20,27,42,57,59,62,57044,0,0,0,0,0,0
Dwight,Howard,83,265,21,PF,SW Atlanta Christian Academy (GA),1,Magic,77,52,5,39,30,46,79,24,58,46,60,69,90,75,94,84,4493160,4806720,6061273,7879656,0,0,0
Hedo,Turkoglu,82,220,27,SF,Turkey,5,Magic,55,78,82,59,45,61,37,33,41,52,16,21,41,64,58,70,5393300,5883300,6373900,6864200,7354500,0,0
Jameer,Nelson,72,190,24,PG,Saint Joseph's,1,Magic,47,70,85,54,58,91,25,52,53,64,10,17,32,58,41,92,1189200,1272120,1961609,2810985,0,0,0
DeShawn,Stevenson,77,210,25,SG,Washington Union HS (CA),5,Magic,52,66,5,58,39,63,31,42,40,46,13,18,28,66,46,82,2750000,3000000,0,0,0,0,0
Tony,Battie,83,240,30,C,Texas Tech,8,Magic,58,58,5,54,21,39,53,17,53,45,55,48,52,39,73,48,5200000,7000000,0,0,0,0,0
Keyon,Dooling,75,190,26,PG,Missouri,5,Magic,56,75,34,53,36,81,23,55,55,67,9,10,26,58,38,71,3100000,3348000,3596000,0,0,0,0
Grant,Hill,80,225,34,SF,Duke,10,Magic,64,68,8,54,28,65,44,50,51,62,27,25,44,70,60,48,15694250,16901500,0,0,0,0,0
Carlos,Arroyo,74,202,27,PG,Florida International,4,Magic,47,69,17,66,56,78,26,45,49,59,8,20,32,58,43,59,4000000,4000000,4000000,0,0,0,0
Pat,Garrity,81,238,30,SF,Notre Dame,7,Magic,37,73,74,56,19,55,38,22,42,46,26,29,38,56,59,53,3230000,0,0,0,0,0,0
Darko,Milicic,84,245,21,C,Serbia & Montenegro,2,Magic,56,48,5,47,22,40,61,15,74,44,81,51,57,47,76,84,4135200,5218622,6810302,0,0,0,0
Trevor,Ariza,80,210,21,SF,UCLA,2,Magic,45,53,5,49,25,56,45,58,58,73,28,51,52,66,62,99,641748,0,0,0,0,0,0
Travis,Diener,73,175,24,SG,Marquette,0,Magic,38,45,83,61,15,70,28,55,47,55,12,16,28,61,42,65,398762,0,0,0,0,0,0
Mario,Kasun,85,260,26,C,Croatia,1,Magic,47,70,5,45,6,38,50,16,55,40,59,58,53,47,77,83,641748,0,0,0,0,0,0
Bo,Outlaw,80,220,35,PF,Houston,12,Magic,57,45,5,53,14,42,50,26,54,51,54,55,51,49,65,49,1138500,0,0,0,0,0,0
Stacey,Augmon,80,213,38,SF,Nevada-Las Vegas,14,Magic,40,62,5,67,19,53,41,40,48,56,31,34,39,61,55,50,1138500,0,0,0,0,0,0
Terence,Morris,81,221,27,SF,Maryland,2,FA,43,45,5,52,8,53,50,40,49,55,36,26,42,58,59,67,0,0,0,0,0,0,0
Allen,Iverson,72,165,31,PG,Georgetown,9,76ers,100,73,66,55,71,100,23,76,57,70,6,11,25,82,35,51,16453125,18281250,20109375,21937500,0,0,0
Chris,Webber,82,245,33,PF,Michigan,12,76ers,87,68,41,51,46,52,67,48,46,61,43,46,71,58,81,50,19125000,20718750,22312500,0,0,0,0
Andre,Iguodala,78,207,22,SG,Arizona,1,76ers,45,67,64,60,45,61,42,70,58,69,14,30,48,70,56,98,2058000,2201640,2804889,3800625,0,0,0
Kyle,Korver,78,211,25,SF,Creighton,2,76ers,43,77,88,65,40,59,37,32,41,50,20,8,39,52,55,86,3630363,4011551,4392739,4773927,5155115,5536303,0
John,Salmons,78,207,27,SF,Miami (Fla.),3,76ers,40,70,45,55,51,55,31,47,46,60,13,19,34,60,52,62,1669001,2463446,0,0,0,0,0
Samuel,Dalembert,83,250,25,C,Seton Hall,3,76ers,56,62,5,42,14,38,69,22,76,44,84,66,77,46,88,72,8000000,8840000,9680000,10520000,11360000,12200000,0
Steven,Hunter,84,240,25,C,DePaul,4,76ers,62,43,5,47,12,40,61,13,65,36,72,62,51,49,73,82,2800000,3024000,3248000,3472000,3696000,0,0
Kevin,Ollie,74,195,34,PG,Connecticut,8,76ers,37,76,5,92,36,65,25,45,49,58,8,11,32,49,42,52,2950200,3196050,3441900,0,0,0,0
Matt,Barnes,79,225,26,PF,UCLA,2,76ers,49,60,10,53,20,44,44,37,44,55,42,55,49,52,66,67,719373,0,0,0,0,0,0
Shavlik,Randolph,82,240,23,PF,Duke,0,76ers,50,53,5,55,14,42,51,38,52,56,51,55,50,59,69,93,398762,0,0,0,0,0,0
Lee,Nailon,80,238,31,SF,Texas Christian,5,FA,44,79,5,53,9,57,41,38,48,56,30,44,37,59,58,45,0,0,0,0,0,0,0
Willie,Green,74,201,25,SG,Detroit Mercy,2,76ers,52,45,57,45,11,69,32,47,43,51,12,14,31,62,47,75,183839,771331,0,0,0,0,0
Michael,Bradley,82,245,27,PF,Villanova,4,76ers,48,45,5,53,16,39,60,21,47,44,48,54,52,47,70,66,771123,0,0,0,0,0,0
Louis,Williams,73,175,20,SG,South Gwinnett HS (Snellville GA),0,76ers,50,54,7,47,15,71,30,57,48,57,12,16,30,64,43,99,450000,718000,800000,0,0,0,0
Zendon,Hamilton,83,254,31,C,St. John's,5,FA,47,59,5,34,5,42,59,41,54,44,51,36,37,45,68,45,0,0,0,0,0,0,0
Deng,Gai,81,250,24,PF,Fairfield,0,FA,42,45,5,48,5,36,45,34,37,36,31,27,30,45,59,85,0,0,0,0,0,0,0
Gilbert,Arenas,76,210,24,PG,Arizona,4,Wizards,80,74,81,47,62,97,28,62,61,73,15,14,27,80,41,75,10240000,11093333,11946667,12800000,0,0,0
Antawn,Jamison,81,235,30,PF,North Carolina,7,Wizards,78,65,81,59,33,52,57,47,16,52,7,37,67,50,77,51,13843157,15101626,16360095,0,0,0,0
Caron,Butler,79,217,26,SF,Connecticut,3,Wizards,64,79,58,47,41,66,40,59,54,72,13,34,53,65,64,75,2448714,0,0,0,0,0,0
Antonio,Daniels,76,205,31,PG,Bowling Green,8,Wizards,44,77,36,87,56,73,30,47,39,47,7,7,27,65,40,51,5000000,5400000,5800000,6200000,6600000,0,0
Brendan,Haywood,84,263,27,C,North Carolina,4,Wizards,58,50,5,48,18,38,59,11,66,41,72,75,55,51,79,71,4000000,4500000,5000000,5500000,6000000,0,0
Jared,Jeffries,73,240,25,SF,Indiana,3,Wizards,43,51,33,57,35,54,45,28,51,52,48,61,45,64,62,89,2028186,2776586,0,0,0,0,0
Etan,Thomas,82,260,28,C,Syracuse,4,Wizards,53,52,5,48,12,39,58,20,67,43,73,65,61,50,81,63,5390000,5880000,6370000,6860000,7350000,0,0
Jarvis,Hayes,80,220,25,SF,Georgia,2,Wizards,45,75,55,57,22,59,42,45,46,57,19,31,45,57,60,83,2011080,2564127,3492340,0,0,0,0
Donell,Taylor,77,183,24,SG,Alabama-Birmingham,0,Wizards,42,62,11,51,24,66,30,64,61,72,17,19,28,67,42,86,398762,0,0,0,0,0,0
Michael,Ruffin,80,248,29,C,Tulsa,5,Wizards,43,42,5,55,17,30,48,31,60,55,62,81,58,44,78,57,1670000,1803600,0,0,0,0,0
Andray,Blatche,83,235,20,PF,South Kent Prep (CT),0,Wizards,46,75,17,51,13,43,53,21,53,50,54,43,48,53,67,99,398762,0,0,0,0,0,0
Calvin,Booth,83,231,30,C,Penn State,6,Wizards,48,45,8,62,11,37,55,19,61,49,64,52,50,43,70,48,900498,998967,0,0,0,0,0
Awvee,Storey,78,225,29,SF,Arizona State,1,Wizards,41,49,14,54,10,58,38,30,45,53,25,33,38,62,57,44,641748,0,0,0,0,0,0
Billy,Thomas,77,218,31,SG,Kansas,1,Wizards,47,45,48,59,15,64,32,59,59,70,16,19,26,62,46,46,270960,0,0,0,0,0,0
Peter,John Ramos,87,287,21,C,Puerto Rico,0,Wizards,48,45,5,30,5,39,57,13,55,34,55,35,37,40,74,79,610000,720000,780000,0,0,0,0
Joe,Johnson,79,230,25,SG,Arkansas,4,Hawks,68,71,73,45,68,70,36,55,48,56,19,23,29,69,48,75,12000000,0,0,0,0,0,0
Al,Harrington,81,245,26,SF,St. Patrick's HS (NJ),7,Hawks,68,61,69,46,46,65,41,32,42,56,10,38,57,64,70,73,6875000,0,0,0,0,0,0
Zaza,Pachulia,83,265,22,C,Georgia (Europe),2,Hawks,63,66,5,40,35,42,48,35,38,61,32,78,53,61,78,92,4000000,4000000,4000000,4000000,0,0,0
Josh,Smith,81,225,21,PF,Oak Hill Academy (Mouth of Wilson VA),1,Hawks,58,64,49,49,43,45,60,26,77,50,83,50,51,66,67,91,1365360,1460640,2243543,3167882,0,0,0
Josh,Childress,80,210,23,SF,Stanford,1,Hawks,43,69,69,59,38,56,46,52,55,63,35,48,46,63,59,72,2677200,2863920,3631450,4844355,0,0,0
Marvin,Williams,81,230,20,SF,North Carolina,0,Hawks,44,67,32,54,21,56,44,27,44,51,26,47,53,67,66,99,3883560,4174800,4466040,5636142,7355165,0,0
Salim,Stoudamire,73,179,24,SG,Arizona,0,Hawks,39,82,77,47,29,75,27,36,44,51,11,11,34,65,45,83,675000,0,0,0,0,0,0
Tyronn,Lue,72,178,29,PG,Nebraska,7,Hawks,41,78,87,63,43,87,21,37,44,51,7,10,25,57,37,57,3500000,0,0,0,0,0,0
Royal,Ivey,75,200,25,SG,Texas,1,Hawks,42,65,6,80,28,64,26,32,48,54,17,23,30,62,46,89,641748,0,0,0,0,0,0
Esteban,Batista,82,270,23,C,Uruguay,0,Hawks,46,54,5,41,9,36,50,23,57,50,59,63,53,47,80,89,398762,664209,0,0,0,0,0
John,Edwards,84,275,25,C,Kent State,1,Hawks,47,65,5,51,9,36,48,14,64,39,70,48,45,43,75,68,1000000,1080000,0,0,0,0,0
Anthony,Grundy,75,185,27,SG,North Carolina State,0,Hawks,51,56,30,50,16,71,31,58,55,66,12,14,34,66,46,55,398762,0,0,0,0,0,0
Donta,Smith,79,215,23,SG,Southeastern Illinois,1,Hawks,60,42,8,67,16,62,31,54,55,66,12,16,28,65,47,99,641748,744551,0,0,0,0,0
David,West,81,240,26,PF,Xavier (Ohio),2,Hornets,86,76,7,57,27,52,61,29,50,49,50,48,56,54,72,64,1334160,2051938,2911700,0,0,0,0
Chris,Paul,72,175,21,PG,Wake Forest,0,Hornets,56,77,54,74,82,89,31,71,67,82,5,17,49,72,49,94,3144240,3380160,3615960,4574189,6033355,0,0
Speedy,Claxton,71,170,28,PG,Hofstra,4,Hornets,67,69,38,57,70,89,21,66,63,77,6,15,31,72,39,66,3600000,0,0,0,0,0,0
Desmond,Mason,77,222,29,SF,Oklahoma State,5,Hornets,52,60,5,48,25,59,43,39,36,44,16,24,45,69,60,59,7233000,8036667,0,0,0,0,0
Rasual,Butler,79,205,27,SF,La Salle,3,Hornets,42,61,78,55,17,60,46,31,45,45,45,24,41,61,56,54,1300000,0,0,0,0,0,0
P.J.,Brown,83,239,37,C,N/A,12,Hornets,56,75,5,60,28,38,57,21,42,43,42,56,57,40,76,49,8000000,8000000,0,0,0,0,0
Kirk,Snyder,78,225,23,SG,Nevada-Reno,1,Hornets,41,66,64,56,32,66,39,37,48,51,29,30,33,72,51,91,1437240,1537440,2358432,3313598,0,0,0
J.R.,Smith,78,220,21,SG,St. Benedict's Prep (Newark NJ),1,Hornets,37,74,74,52,25,67,35,51,52,62,14,17,36,68,51,86,997800,1067400,1641661,2329517,0,0,0
Marc,Jackson,82,253,31,C,Temple,5,Hornets,56,72,8,46,22,43,53,10,49,39,51,62,53,44,76,48,4550000,4875000,0,0,0,0,0
Aaron,Williams,81,235,35,C,Xavier (Ohio),11,Hornets,53,61,5,53,13,40,48,22,59,46,62,61,59,45,75,51,3375000,0,0,0,0,0,0
Chris,Andersen,82,228,28,PF,Blinn Coll. TX (JC),4,FA,61,40,5,47,10,43,56,24,65,43,71,68,60,75,72,56,0,0,0,0,0,0,0
Linton,Johnson III,80,225,26,SF,Tulane,2,Hornets,41,59,40,47,15,56,49,30,49,52,40,50,56,60,66,76,719373,0,0,0,0,0,0
Jackson,Vroman,82,220,25,C,Iowa State,1,FA,45,40,5,50,11,37,49,28,59,49,61,53,49,48,67,67,0,0,0,0,0,0,0
Brandon,Bass,80,240,21,PF,Louisiana State,0,Hornets,47,55,5,49,8,42,64,25,50,42,52,43,53,53,71,99,398762,664209,0,0,0,0,0
Moochie,Norris,73,185,33,PG,West Florida,8,Hornets,44,61,14,56,29,76,25,55,54,66,8,15,29,55,40,52,4200000,4550000,0,0,0,0,0
Arvydas,Macijauskas,76,214,26,SG,Lithuania,0,Hornets,36,79,20,50,11,65,31,64,52,62,12,16,25,66,44,82,2500000,2500000,2500000,0,0,0,0
Marcus,Fizer,80,260,28,SF,Iowa State,5,Hornets,45,45,32,47,9,58,39,25,37,40,17,19,29,52,56,60,102154,0,0,0,0,0,0
Ben,Gordon,75,200,23,SG,Connecticut,1,Bulls,60,71,90,46,48,78,23,39,45,55,5,14,29,66,46,86,3610200,3862080,4881669,6404749,0,0,0
Kirk,Hinrich,75,190,25,PG,Kansas,2,Bulls,49,74,76,67,72,84,30,45,48,57,14,8,36,61,43,70,2413320,3064916,4110052,0,0,0,0
Luol,Deng,81,220,21,SF,Duke,1,Bulls,57,67,38,62,37,61,67,51,48,53,38,39,61,66,69,99,2443920,2614440,3320338,4452574,0,0,0
Andres,Nocioni,79,225,27,PF,Argentina,1,Bulls,63,76,78,52,35,52,56,17,45,41,46,29,68,56,76,65,2777500,3030000,0,0,0,0,0
Chris,Duhon,73,185,24,PG,Duke,1,Bulls,38,74,73,79,72,74,28,56,47,57,5,10,36,49,44,72,2800000,3024000,3248000,0,0,0,0
Darius,Songaila,80,240,28,PF,Wake Forest,2,Bulls,66,74,6,49,29,48,47,25,42,52,39,45,51,53,70,64,2200000,2400000,0,0,0,0,0
Michael,Sweetney,80,275,24,PF,Georgetown,2,Bulls,66,57,5,40,24,47,53,20,58,43,62,65,67,66,84,77,2116920,2696956,3654375,0,0,0,0
Tyson,Chandler,85,235,24,C,Dominguez HS (CA),4,Bulls,51,42,5,47,28,31,61,22,64,43,69,91,78,46,86,77,8450000,9235850,10094784,11033599,12059724,13165100,0
Othella,Harrington,81,235,32,C,Georgetown,9,Bulls,53,55,5,43,20,44,48,17,54,37,58,55,53,53,72,50,3500000,0,0,0,0,0,0
Jannero,Pargo,73,175,27,PG,Arkansas,3,Bulls,37,73,68,49,41,85,25,55,52,63,9,12,32,49,40,78,895248,0,0,0,0,0,0
Malik,Allen,82,255,28,PF,Villanova,4,Bulls,55,53,16,49,15,44,54,19,51,47,51,49,54,51,74,62,1670000,0,0,0,0,0,0
Eric,Piatkowski,79,215,36,SF,Nebraska,11,Bulls,40,45,33,56,13,56,39,39,44,53,23,24,35,56,54,51,2950200,0,0,0,0,0,0
Eddie,Basden,77,215,23,SG,Charlotte,0,Bulls,54,45,5,52,14,63,37,57,57,66,20,21,34,67,50,99,398762,0,0,0,0,0,0
Luke,Schenscher,85,265,24,C,Georgia Tech,0,Bulls,57,23,5,61,11,36,57,11,56,39,61,48,51,46,77,95,141782,0,0,0,0,0,0
James,Thomas,80,245,26,PF,Texas,1,FA,53,49,5,47,6,41,50,20,47,40,49,45,51,53,69,64,0,0,0,0,0,0,0
Randy,Holcomb,81,225,27,PF,San Diego State,0,FA,56,45,5,48,5,41,44,15,37,36,31,32,30,45,55,52,0,0,0,0,0,0,0
Randy,Livingston,76,209,31,PG,Louisiana State,9,Bulls,45,45,5,55,15,60,25,42,44,49,6,10,19,46,37,52,379500,0,0,0,0,0,0
LeBron,James,80,240,22,SF,St. Vincent-St. Mary HS (OH),2,Cavaliers,92,66,69,48,66,75,61,62,55,62,39,18,58,85,70,99,4621800,5828089,7576516,0,0,0,0
Zydrunas,Ilgauskas,87,260,31,C,Lithuania,7,Cavaliers,79,75,5,41,29,47,60,10,67,40,74,78,56,64,78,47,9200000,0,0,0,0,0,0
Drew,Gooden,82,242,25,PF,Kansas,3,Cavaliers,68,60,5,50,22,45,69,28,46,49,45,79,73,58,81,73,4065811,5362804,0,0,0,0,0
Donyell,Marshall,81,230,33,SF,Connecticut,11,Cavaliers,41,67,67,54,24,56,64,39,49,53,39,40,76,58,78,49,4799108,5183037,5566965,5950894,0,0,0
Larry,Hughes,77,184,27,SG,St. Louis,7,Cavaliers,53,68,70,47,36,71,38,56,57,65,27,17,40,79,49,68,12344900,11172492,12000084,12827676,13655268,0,0
Damon,Jones,75,185,30,PG,Houston,7,Cavaliers,36,56,78,88,44,68,21,42,33,41,5,5,23,40,37,45,3500000,3780000,4060000,4340000,0,0,0
Eric,Snow,75,205,33,PG,Michigan State,10,Cavaliers,39,61,5,79,64,46,27,42,49,57,16,13,28,50,40,49,5480000,6090000,6700000,7310000,0,0,0
Ronald,Murray,75,197,27,SG,Shaw,3,Cavaliers,52,63,47,51,47,69,25,57,48,57,10,12,23,69,42,73,895248,0,0,0,0,0,0
Aleksandar,Pavlovic,79,210,23,SF,Serbia & Montenegro,2,Cavaliers,38,57,66,48,16,57,35,30,45,53,24,23,37,58,54,68,1274160,1962206,2798106,0,0,0,0
Anderson,Varejao,82,240,24,PF,Brazil,1,Cavaliers,58,43,5,54,14,42,58,44,54,60,52,66,70,62,80,84,866800,945600,0,0,0,0,0
Alan,Henderson,81,240,34,C,Indiana,10,Cavaliers,48,59,5,51,12,38,56,15,57,43,60,75,58,47,77,48,1138500,0,0,0,0,0,0
Luke,Jackson,79,215,25,SF,Oregon,1,Cavaliers,37,71,37,41,22,57,38,44,47,58,22,31,33,61,53,75,1955160,2091480,2666637,3631959,0,0,0
